codigo_provincia,provincia,anio,trimestre,periodo,tasa_actividad_pct_hombres,tasa_empleo_pct_hombres,tasa_paro_pct_hombres,tasa_actividad_pct_mujeres,tasa_empleo_pct_mujeres,tasa_paro_pct_mujeres,tasa_actividad_pct_total,tasa_empleo_pct_total,tasa_paro_pct_total
02,Albacete,2017,4,2017T4,65.61,52.46,20.04,53.89,40.75,24.38,59.72,46.57,22.01
02,Albacete,2018,1,2018T1,65.57,53.65,18.17,52.45,36.31,30.79,58.97,44.92,23.82
02,Albacete,2018,2,2018T2,67.41,56.23,16.59,53.48,39.72,25.73,60.4,47.92,20.66
02,Albacete,2018,3,2018T3,68.53,57.58,15.98,50.42,41.32,18.05,59.41,49.39,16.86
02,Albacete,2018,4,2018T4,67.4,57.9,14.09,50.96,39.67,22.16,59.13,48.73,17.59
02,Albacete,2019,1,2019T1,65.92,56.53,14.24,48.95,37.86,22.66,57.38,47.13,17.85
02,Albacete,2019,2,2019T2,65.66,56.75,13.57,46.36,35.48,23.47,55.95,46.05,17.7
02,Albacete,2019,3,2019T3,63.04,55.9,11.33,49.14,37.82,23.05,56.05,46.8,16.5
02,Albacete,2019,4,2019T4,61.03,52.81,13.48,50.12,39.81,20.56,55.54,46.27,16.69
02,Albacete,2020,1,2020T1,62.81,51.67,17.74,50.43,38.13,24.4,56.58,44.85,20.72
02,Albacete,2020,2,2020T2,59.98,51.8,13.63,47.22,36.76,22.15,53.56,44.23,17.41
02,Albacete,2020,3,2020T3,62.4,53.84,13.72,50.61,39.45,22.06,56.47,46.61,17.48
02,Albacete,2020,4,2020T4,63.95,56.65,11.41,53.91,40.69,24.53,58.9,48.63,17.44
02,Albacete,2021,1,2021T1,62.54,53.05,15.18,52.7,39.28,25.47,57.58,46.1,19.93
02,Albacete,2021,2,2021T2,63.64,56.81,10.73,51.55,41.71,19.08,57.55,49.21,14.49
02,Albacete,2021,3,2021T3,65.19,57.18,12.3,51.81,41.51,19.88,58.48,49.31,15.67
02,Albacete,2021,4,2021T4,63.1,57.0,9.66,46.16,39.13,15.21,54.6,48.04,12.02
02,Albacete,2022,1,2022T1,65.9,57.39,12.91,49.2,38.6,21.54,57.5,47.94,16.62
02,Albacete,2022,2,2022T2,65.86,58.44,11.27,49.17,42.04,14.49,57.48,50.21,12.65
02,Albacete,2022,3,2022T3,64.61,59.73,7.56,49.38,41.73,15.49,56.97,50.69,11.01
02,Albacete,2022,4,2022T4,67.5,60.78,9.96,49.52,43.24,12.67,58.46,51.96,11.11
02,Albacete,2023,1,2023T1,66.62,59.04,11.38,51.45,42.66,17.1,58.98,50.78,13.89
02,Albacete,2023,2,2023T2,67.78,60.57,10.64,51.01,43.1,15.5,59.38,51.81,12.74
02,Albacete,2023,3,2023T3,66.31,60.98,8.04,50.29,45.01,10.5,58.24,52.93,9.11
02,Albacete,2023,4,2023T4,63.37,57.31,9.57,51.54,43.73,15.16,57.42,50.47,12.09
02,Albacete,2024,1,2024T1,61.2,55.17,9.86,50.42,41.72,17.26,55.77,48.39,13.23
02,Albacete,2024,2,2024T2,61.82,55.96,9.47,51.01,44.76,12.26,56.4,50.34,10.74
02,Albacete,2024,3,2024T3,63.69,59.53,6.54,51.01,43.8,14.14,57.35,51.66,9.92
02,Albacete,2024,4,2024T4,62.49,57.03,8.73,51.02,43.57,14.6,56.74,50.29,11.37
02,Albacete,2025,1,2025T1,63.56,57.83,9.02,52.47,44.07,16.0,58.01,50.95,12.18
02,Albacete,2025,2,2025T2,66.57,60.46,9.18,55.75,47.26,15.24,61.17,53.86,11.94
02,Albacete,2025,3,2025T3,65.95,60.53,8.22,51.35,43.93,14.46,58.67,52.25,10.94
02,Albacete,2025,4,2025T4,67.48,61.43,8.97,55.08,48.62,11.71,61.31,55.06,10.19
03,Alicante/Alacant,2015,1,2015T1,63.86,46.77,26.76,51.44,38.07,26.0,57.58,42.37,26.42
03,Alicante/Alacant,2015,2,2015T2,63.98,49.4,22.79,52.88,39.31,25.65,58.36,44.29,24.11
03,Alicante/Alacant,2015,3,2015T3,64.28,50.0,22.22,52.3,39.34,24.79,58.21,44.6,23.39
03,Alicante/Alacant,2015,4,2015T4,63.7,49.52,22.25,53.17,40.52,23.79,58.36,44.96,22.96
03,Alicante/Alacant,2016,1,2016T1,63.91,50.07,21.66,52.28,38.71,25.96,58.02,44.31,23.62
03,Alicante/Alacant,2016,2,2016T2,66.26,52.63,20.57,54.79,40.93,25.3,60.44,46.7,22.74
03,Alicante/Alacant,2016,3,2016T3,65.63,54.39,17.14,54.01,43.02,20.35,59.74,48.62,18.61
03,Alicante/Alacant,2016,4,2016T4,63.6,52.33,17.72,53.73,43.64,18.77,58.59,47.93,18.21
03,Alicante/Alacant,2017,1,2017T1,64.44,51.82,19.58,53.22,42.57,20.01,58.75,47.13,19.77
03,Alicante/Alacant,2017,2,2017T2,65.16,54.86,15.81,52.51,41.12,21.69,58.74,47.89,18.48
03,Alicante/Alacant,2017,3,2017T3,64.44,54.53,15.38,52.73,43.64,17.23,58.5,49.01,16.22
03,Alicante/Alacant,2017,4,2017T4,63.17,52.75,16.5,53.82,43.26,19.62,58.43,47.94,17.96
03,Alicante/Alacant,2018,1,2018T1,63.8,52.64,17.49,51.76,41.8,19.26,57.69,47.14,18.3
03,Alicante/Alacant,2018,2,2018T2,63.58,53.79,15.39,51.08,42.98,15.86,57.23,48.3,15.6
03,Alicante/Alacant,2018,3,2018T3,64.5,55.08,14.6,52.09,43.87,15.78,58.2,49.39,15.14
03,Alicante/Alacant,2018,4,2018T4,63.13,53.45,15.34,50.52,42.45,15.98,56.73,47.86,15.63
03,Alicante/Alacant,2019,1,2019T1,63.03,54.58,13.41,49.45,40.57,17.96,56.14,47.47,15.44
03,Alicante/Alacant,2019,2,2019T2,64.67,56.7,12.32,52.72,43.47,17.55,58.61,49.99,14.71
03,Alicante/Alacant,2019,3,2019T3,64.59,57.93,10.31,52.69,43.49,17.46,58.55,50.61,13.57
03,Alicante/Alacant,2019,4,2019T4,65.2,56.5,13.34,53.45,43.59,18.45,59.24,49.95,15.68
03,Alicante/Alacant,2020,1,2020T1,64.0,55.38,13.47,49.36,40.99,16.95,56.57,48.08,15.01
03,Alicante/Alacant,2020,2,2020T2,61.69,51.81,16.02,46.96,36.89,21.46,54.22,44.23,18.41
03,Alicante/Alacant,2020,3,2020T3,64.17,53.55,16.54,50.52,39.08,22.65,57.24,46.21,19.28
03,Alicante/Alacant,2020,4,2020T4,62.66,51.73,17.45,51.48,40.3,21.73,56.99,45.92,19.41
03,Alicante/Alacant,2021,1,2021T1,61.24,50.33,17.81,49.57,39.25,20.82,55.32,44.71,19.18
03,Alicante/Alacant,2021,2,2021T2,61.09,51.71,15.36,51.16,40.12,21.58,56.06,45.83,18.24
03,Alicante/Alacant,2021,3,2021T3,63.4,52.8,16.73,50.75,40.28,20.64,57.0,46.46,18.49
03,Alicante/Alacant,2021,4,2021T4,63.5,53.72,15.4,52.58,40.46,23.05,57.96,47.0,18.91
03,Alicante/Alacant,2022,1,2022T1,63.83,54.5,14.61,52.1,44.08,15.4,57.87,49.21,14.97
03,Alicante/Alacant,2022,2,2022T2,62.07,54.31,12.49,52.19,43.54,16.58,57.05,48.84,14.39
03,Alicante/Alacant,2022,3,2022T3,63.7,56.31,11.61,52.33,43.93,16.05,57.92,50.02,13.65
03,Alicante/Alacant,2022,4,2022T4,65.52,56.69,13.48,54.61,44.77,18.01,59.98,50.63,15.57
03,Alicante/Alacant,2023,1,2023T1,63.21,54.36,13.99,53.33,43.69,18.07,58.17,48.92,15.9
03,Alicante/Alacant,2023,2,2023T2,62.72,55.58,11.39,52.39,44.9,14.29,57.46,50.15,12.74
03,Alicante/Alacant,2023,3,2023T3,64.58,58.04,10.12,53.66,46.53,13.3,59.0,52.16,11.6
03,Alicante/Alacant,2023,4,2023T4,64.26,57.88,9.93,53.27,44.08,17.25,58.64,50.83,13.33
03,Alicante/Alacant,2024,1,2024T1,61.96,55.17,10.95,50.62,41.31,18.38,56.16,48.09,14.37
03,Alicante/Alacant,2024,2,2024T2,63.49,55.67,12.31,51.41,44.18,14.06,57.33,49.82,13.11
03,Alicante/Alacant,2024,3,2024T3,63.6,56.47,11.21,50.24,41.75,16.89,56.8,48.98,13.77
03,Alicante/Alacant,2024,4,2024T4,63.8,55.66,12.76,51.71,44.49,13.96,57.65,49.98,13.31
03,Alicante/Alacant,2025,1,2025T1,62.21,54.05,13.12,51.53,42.09,18.3,56.79,47.98,15.51
03,Alicante/Alacant,2025,2,2025T2,62.71,56.6,9.75,51.12,43.4,15.09,56.83,49.91,12.18
03,Alicante/Alacant,2025,3,2025T3,64.95,57.97,10.74,52.65,45.48,13.61,58.71,51.64,12.05
03,Alicante/Alacant,2025,4,2025T4,64.18,58.97,8.11,51.91,45.21,12.9,57.95,51.98,10.29
04,Almería,2015,1,2015T1,68.81,49.51,28.05,54.25,35.8,34.01,61.56,42.68,30.66
04,Almería,2015,2,2015T2,67.22,48.83,27.36,54.58,37.52,31.26,60.93,43.2,29.09
04,Almería,2015,3,2015T3,66.38,48.49,26.95,54.82,35.01,36.13,60.63,41.79,31.08
04,Almería,2015,4,2015T4,65.93,51.69,21.59,51.91,36.51,29.67,58.96,44.14,25.13
04,Almería,2016,1,2016T1,66.32,50.47,23.9,52.45,39.32,25.03,59.42,44.93,24.39
04,Almería,2016,2,2016T2,66.23,51.0,22.99,51.7,40.45,21.76,59.0,45.76,22.45
04,Almería,2016,3,2016T3,67.26,54.12,19.54,53.54,39.29,26.61,60.44,46.75,22.65
04,Almería,2016,4,2016T4,68.42,51.6,24.59,54.25,40.59,25.17,61.37,46.13,24.84
04,Almería,2017,1,2017T1,69.19,54.36,21.43,52.98,41.69,21.3,61.13,48.07,21.37
04,Almería,2017,2,2017T2,68.69,53.49,22.13,52.59,39.85,24.22,60.69,46.72,23.03
04,Almería,2017,3,2017T3,69.51,54.63,21.4,52.82,33.81,35.99,61.22,44.3,27.65
04,Almería,2017,4,2017T4,71.63,55.69,22.26,53.33,37.47,29.75,62.55,46.64,25.43
04,Almería,2018,1,2018T1,68.96,53.34,22.66,53.65,40.46,24.58,61.36,46.94,23.49
04,Almería,2018,2,2018T2,67.01,53.39,20.33,49.63,36.97,25.51,58.38,45.24,22.52
04,Almería,2018,3,2018T3,67.26,52.39,22.1,50.72,35.43,30.14,59.05,43.97,25.53
04,Almería,2018,4,2018T4,66.79,54.52,18.38,51.76,41.78,19.28,59.33,48.2,18.77
04,Almería,2019,1,2019T1,65.07,55.75,14.33,53.49,43.76,18.2,59.33,49.8,16.06
04,Almería,2019,2,2019T2,66.35,56.02,15.56,50.63,42.09,16.86,58.55,49.11,16.12
04,Almería,2019,3,2019T3,64.45,54.54,15.38,51.07,38.11,25.36,57.81,46.4,19.75
04,Almería,2019,4,2019T4,67.22,57.08,15.08,54.12,41.73,22.89,60.72,49.47,18.53
04,Almería,2020,1,2020T1,68.84,58.12,15.56,52.93,39.6,25.19,60.94,48.93,19.71
04,Almería,2020,2,2020T2,62.72,52.82,15.78,45.88,33.79,26.34,54.35,43.37,20.21
04,Almería,2020,3,2020T3,68.4,54.57,20.22,51.53,33.46,35.06,60.02,44.08,26.55
04,Almería,2020,4,2020T4,67.89,56.28,17.1,51.46,37.79,26.57,59.73,47.09,21.15
04,Almería,2021,1,2021T1,70.6,59.13,16.24,52.24,42.14,19.33,61.57,50.78,17.53
04,Almería,2021,2,2021T2,66.18,52.52,20.64,55.28,42.25,23.57,60.81,47.46,21.96
04,Almería,2021,3,2021T3,70.67,57.03,19.3,52.58,39.44,24.98,61.79,48.4,21.67
04,Almería,2021,4,2021T4,70.49,59.42,15.7,54.96,46.12,16.07,62.89,52.92,15.86
04,Almería,2022,1,2022T1,69.26,58.82,15.08,56.4,46.48,17.59,62.96,52.77,16.18
04,Almería,2022,2,2022T2,69.5,58.44,15.92,53.72,45.65,15.03,61.8,52.2,15.54
04,Almería,2022,3,2022T3,68.69,56.43,17.85,52.27,39.63,24.19,60.66,48.21,20.52
04,Almería,2022,4,2022T4,69.37,60.65,12.57,54.56,42.9,21.38,62.11,51.95,16.36
04,Almería,2023,1,2023T1,68.24,59.99,12.08,57.37,49.43,13.84,62.91,54.82,12.87
04,Almería,2023,2,2023T2,67.83,56.3,16.99,56.55,47.46,16.07,62.34,52.0,16.58
04,Almería,2023,3,2023T3,70.82,58.74,17.05,53.39,40.68,23.8,62.34,49.96,19.86
04,Almería,2023,4,2023T4,66.26,56.97,14.03,51.65,43.74,15.32,59.17,50.54,14.58
04,Almería,2024,1,2024T1,68.73,58.19,15.34,56.15,46.82,16.61,62.58,52.63,15.9
04,Almería,2024,2,2024T2,66.9,57.91,13.43,52.39,44.43,15.2,59.77,51.29,14.19
04,Almería,2024,3,2024T3,67.12,57.67,14.07,49.95,40.36,19.2,58.68,49.16,16.22
04,Almería,2024,4,2024T4,66.89,57.49,14.06,52.95,44.57,15.82,60.03,51.13,14.83
04,Almería,2025,1,2025T1,65.49,57.88,11.63,53.63,46.42,13.44,59.68,52.27,12.43
04,Almería,2025,2,2025T2,63.53,54.85,13.66,55.32,48.02,13.19,59.5,51.5,13.45
04,Almería,2025,3,2025T3,65.93,56.46,14.36,53.41,45.2,15.37,59.78,50.93,14.81
04,Almería,2025,4,2025T4,66.29,56.84,14.25,52.8,44.66,15.41,59.68,50.87,14.76
05,Ávila,2015,1,2015T1,59.49,44.88,24.57,45.01,32.52,27.74,52.33,38.77,25.92
05,Ávila,2015,2,2015T2,60.63,46.91,22.63,48.59,36.16,25.58,54.68,41.59,23.93
05,Ávila,2015,3,2015T3,60.3,47.61,21.05,49.56,39.17,20.97,54.98,43.43,21.01
05,Ávila,2015,4,2015T4,57.76,46.63,19.28,47.07,36.09,23.34,52.47,41.41,21.08
05,Ávila,2016,1,2016T1,60.57,44.7,26.21,49.86,36.17,27.47,55.27,40.48,26.77
05,Ávila,2016,2,2016T2,62.13,49.24,20.75,48.83,37.94,22.31,55.55,43.64,21.43
05,Ávila,2016,3,2016T3,62.97,51.62,18.02,50.81,39.87,21.54,56.95,45.8,19.57
05,Ávila,2016,4,2016T4,60.27,51.68,14.24,51.39,40.78,20.65,55.87,46.28,17.16
05,Ávila,2017,1,2017T1,62.64,51.53,17.74,49.73,38.17,23.25,56.25,44.91,20.15
05,Ávila,2017,2,2017T2,62.37,51.64,17.2,51.4,40.58,21.05,56.94,46.16,18.92
05,Ávila,2017,3,2017T3,60.82,53.78,11.59,50.72,41.62,17.95,55.83,47.76,14.45
05,Ávila,2017,4,2017T4,60.24,49.18,18.35,46.25,37.77,18.33,53.32,43.54,18.34
05,Ávila,2018,1,2018T1,60.67,49.37,18.61,46.69,37.75,19.15,53.75,43.62,18.85
05,Ávila,2018,2,2018T2,58.64,48.84,16.72,47.28,37.96,19.73,53.02,43.45,18.05
05,Ávila,2018,3,2018T3,59.53,50.51,15.15,47.25,39.98,15.39,53.45,45.3,15.26
05,Ávila,2018,4,2018T4,58.38,49.71,14.85,47.15,41.56,11.86,52.82,45.67,13.53
05,Ávila,2019,1,2019T1,57.15,46.86,18.0,44.34,36.5,17.69,50.81,41.73,17.87
05,Ávila,2019,2,2019T2,57.99,51.22,11.67,46.06,37.48,18.62,52.08,44.41,14.72
05,Ávila,2019,3,2019T3,60.79,52.81,13.14,46.11,40.58,11.99,53.51,46.75,12.65
05,Ávila,2019,4,2019T4,61.84,52.37,15.31,47.42,42.08,11.26,54.7,47.27,13.57
05,Ávila,2020,1,2020T1,59.99,52.82,11.96,47.8,41.12,13.98,53.95,47.02,12.85
05,Ávila,2020,2,2020T2,58.71,52.17,11.13,45.32,37.91,16.35,52.08,45.11,13.38
05,Ávila,2020,3,2020T3,63.22,55.76,11.8,48.19,38.42,20.28,55.78,47.17,15.43
05,Ávila,2020,4,2020T4,61.73,54.08,12.4,49.4,39.16,20.73,55.63,46.69,16.06
05,Ávila,2021,1,2021T1,57.21,51.04,10.78,46.16,35.71,22.65,51.7,43.39,16.07
05,Ávila,2021,2,2021T2,57.91,50.44,12.9,48.18,35.99,25.3,53.07,43.25,18.5
05,Ávila,2021,3,2021T3,56.8,52.36,7.81,45.24,37.68,16.7,51.05,45.06,11.73
05,Ávila,2021,4,2021T4,58.26,52.91,9.18,48.66,37.24,23.47,53.48,45.1,15.66
05,Ávila,2022,1,2022T1,56.76,50.85,10.41,47.32,37.25,21.28,52.05,44.07,15.34
05,Ávila,2022,2,2022T2,56.98,49.35,13.38,46.13,38.08,17.46,51.57,43.74,15.2
05,Ávila,2022,3,2022T3,59.39,51.38,13.48,48.39,41.51,14.21,53.9,46.45,13.81
05,Ávila,2022,4,2022T4,57.89,52.58,9.17,50.75,43.67,13.96,54.34,48.15,11.39
05,Ávila,2023,1,2023T1,58.42,52.19,10.66,48.17,40.68,15.55,53.34,46.48,12.85
05,Ávila,2023,2,2023T2,60.03,53.04,11.64,45.96,40.32,12.27,53.02,46.7,11.91
05,Ávila,2023,3,2023T3,59.85,54.3,9.27,44.67,39.23,12.17,52.24,46.75,10.51
05,Ávila,2023,4,2023T4,58.31,52.56,9.87,45.72,39.74,13.06,52.02,46.15,11.27
05,Ávila,2024,1,2024T1,55.96,49.16,12.15,45.51,38.5,15.41,50.73,43.83,13.61
05,Ávila,2024,2,2024T2,56.57,51.16,9.57,47.15,41.87,11.21,51.88,46.53,10.31
05,Ávila,2024,3,2024T3,60.97,56.16,7.89,50.3,42.67,15.18,55.64,49.42,11.18
05,Ávila,2024,4,2024T4,59.73,55.23,7.53,45.39,39.94,12.01,52.54,47.57,9.47
05,Ávila,2025,1,2025T1,55.18,51.32,6.98,42.39,38.08,10.15,48.8,44.73,8.35
05,Ávila,2025,2,2025T2,56.92,50.19,11.83,46.32,40.78,11.96,51.61,45.48,11.89
05,Ávila,2025,3,2025T3,57.72,52.8,8.53,45.89,43.48,5.26,51.79,48.13,7.08
05,Ávila,2025,4,2025T4,57.19,52.06,8.97,44.67,41.45,7.21,50.98,46.79,8.2
06,Badajoz,2015,1,2015T1,62.98,46.22,26.61,47.44,30.54,35.62,55.11,38.28,30.54
06,Badajoz,2015,2,2015T2,63.76,46.28,27.42,46.87,30.3,35.36,55.2,38.18,30.83
06,Badajoz,2015,3,2015T3,64.79,47.48,26.72,47.45,31.56,33.49,56.0,39.41,29.63
06,Badajoz,2015,4,2015T4,64.42,48.61,24.54,47.53,29.84,37.22,55.86,39.1,30.01
06,Badajoz,2016,1,2016T1,66.02,49.12,25.59,47.38,29.8,37.11,56.57,39.33,30.48
06,Badajoz,2016,2,2016T2,63.6,48.51,23.74,49.35,32.06,35.04,56.38,40.17,28.75
06,Badajoz,2016,3,2016T3,63.98,48.66,23.94,48.43,32.38,33.16,56.1,40.41,27.98
06,Badajoz,2016,4,2016T4,64.02,46.99,26.6,48.9,30.16,38.31,56.35,38.46,31.75
06,Badajoz,2017,1,2017T1,63.91,46.49,27.26,47.79,29.77,37.71,55.74,38.01,31.8
06,Badajoz,2017,2,2017T2,63.19,49.19,22.15,49.58,32.53,34.39,56.29,40.74,27.62
06,Badajoz,2017,3,2017T3,63.3,49.33,22.07,47.92,32.84,31.46,55.5,40.96,26.18
06,Badajoz,2017,4,2017T4,63.16,49.76,21.22,48.76,32.03,34.3,55.85,40.76,27.01
06,Badajoz,2018,1,2018T1,63.77,49.6,22.22,48.3,30.49,36.88,55.92,39.9,28.64
06,Badajoz,2018,2,2018T2,63.6,50.89,19.98,48.91,32.45,33.66,56.14,41.53,26.03
06,Badajoz,2018,3,2018T3,63.39,51.47,18.8,47.9,34.27,28.45,55.52,42.74,23.03
06,Badajoz,2018,4,2018T4,62.95,51.34,18.44,50.04,34.53,31.0,56.4,42.8,24.1
06,Badajoz,2019,1,2019T1,64.29,53.94,16.09,49.92,32.99,33.92,56.99,43.3,24.03
06,Badajoz,2019,2,2019T2,63.08,53.67,14.92,48.89,34.98,28.45,55.87,44.17,20.94
06,Badajoz,2019,3,2019T3,62.91,53.01,15.74,49.89,37.15,25.53,56.29,44.95,20.15
06,Badajoz,2019,4,2019T4,62.85,50.51,19.64,49.7,34.41,30.76,56.16,42.32,24.64
06,Badajoz,2020,1,2020T1,61.35,48.57,20.83,49.92,35.35,29.18,55.54,41.85,24.65
06,Badajoz,2020,2,2020T2,57.67,47.43,17.75,46.93,34.71,26.03,52.2,40.96,21.54
06,Badajoz,2020,3,2020T3,61.45,50.66,17.56,48.53,36.01,25.8,54.87,43.21,21.26
06,Badajoz,2020,4,2020T4,60.72,49.41,18.63,50.91,36.73,27.84,55.73,42.96,22.91
06,Badajoz,2021,1,2021T1,60.9,49.41,18.86,48.51,34.9,28.07,54.61,42.04,23.02
06,Badajoz,2021,2,2021T2,62.19,53.33,14.24,49.01,35.94,26.66,55.48,44.48,19.83
06,Badajoz,2021,3,2021T3,64.37,55.55,13.7,51.68,38.66,25.2,57.91,46.95,18.93
06,Badajoz,2021,4,2021T4,62.33,52.21,16.25,47.95,35.77,25.4,54.98,43.81,20.33
06,Badajoz,2022,1,2022T1,61.48,52.25,15.02,49.35,37.5,24.03,55.28,44.7,19.14
06,Badajoz,2022,2,2022T2,62.41,54.6,12.52,50.0,39.77,20.46,56.09,47.04,16.13
06,Badajoz,2022,3,2022T3,63.63,55.26,13.16,50.71,40.41,20.32,57.04,47.69,16.41
